event_idx,group,relative_match,points,team,season,manager,appointment_type
504,Matched controls (kept manager),7,1.0408163265306123,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Matched controls (kept manager),7,1.148936170212766,Aston Villa,2021/22,Steven Gerrard,permanent
657,Matched controls (kept manager),7,1.2227488151658767,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Matched controls (kept manager),7,1.2236842105263157,Chelsea,2015/16,Steve Holland,caretaker
2299,Matched controls (kept manager),7,1.3272727272727274,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Matched controls (kept manager),7,1.3598615916955017,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Matched controls (kept manager),7,1.31,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Matched controls (kept manager),7,0.9369369369369369,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Matched controls (kept manager),7,1.1228070175438596,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Matched controls (kept manager),7,1.0235294117647058,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Matched controls (kept manager),7,1.129251700680272,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Matched controls (kept manager),7,0.8636363636363636,Everton,2019/20,Duncan Ferguson,caretaker
3249,Matched controls (kept manager),7,1.1470588235294117,Everton,2021/22,Duncan Ferguson,caretaker
3288,Matched controls (kept manager),7,1.0235294117647058,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),7,1.2236842105263157,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),7,1.0235294117647058,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),7,0.8636363636363636,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),7,1.1228070175438596,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),7,0.9931506849315068,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),7,0.8636363636363636,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),7,1.2227488151658767,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),7,1.0235294117647058,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),7,1.148936170212766,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),7,1.2236842105263157,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),7,1.2227488151658767,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),7,1.4102564102564104,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),7,1.4306569343065694,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),7,1.2417582417582418,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),7,1.1228070175438596,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),7,1.3615819209039548,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),7,0.8636363636363636,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),7,1.1515151515151516,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),7,0.9931506849315068,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),7,1.153225806451613,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),7,1.1271186440677967,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),7,1.1856540084388185,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),7,1.1228070175438596,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),7,1.074766355140187,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),7,1.2236842105263157,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),7,1.0408163265306123,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),7,0.9369369369369369,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),7,0.9931506849315068,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Matched controls (kept manager),7,1.1271186440677967,Swansea,2016/17,Alan Curtis,caretaker
7466,Matched controls (kept manager),7,1.2424242424242424,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),7,1.1019108280254777,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),7,1.4444444444444444,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),7,1.4102564102564104,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),7,0.9369369369369369,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),7,1.1470588235294117,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),7,0.9523809523809523,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),7,1.1228070175438596,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),7,0.8636363636363636,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),7,1.0408163265306123,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),7,0.9931506849315068,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),7,1.2227488151658767,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),7,0.9523809523809523,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),7,1.3272727272727274,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),7,1.1271186440677967,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),7,0.6521739130434783,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,8,1.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,8,0.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,8,0.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,8,1.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,8,3.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,8,1.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,8,3.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,8,0.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,8,0.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,8,3.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,8,3.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,8,3.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,8,3.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,8,1.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,8,0.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,8,1.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,8,1.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,8,0.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,8,0.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,8,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,8,0.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,8,0.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,8,3.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,8,3.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,8,3.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,8,1.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,8,0.0,Leicester,2024/25,Ben Dawson,caretaker
5489,Changed manager,8,3.0,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Changed manager,8,3.0,Man United,2021/22,Michael Carrick,caretaker
5758,Changed manager,8,0.0,Man United,2025/26,Darren Fletcher,caretaker
5803,Changed manager,8,0.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Changed manager,8,0.0,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Changed manager,8,1.0,Newcastle,2015/16,Rafael Benítez,permanent
6319,Changed manager,8,0.0,Norwich,2021/22,Dean Smith,permanent
6401,Changed manager,8,0.0,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Changed manager,8,3.0,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Changed manager,8,1.0,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Changed manager,8,0.0,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Changed manager,8,0.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Changed manager,8,3.0,Southampton,2018/19,Kelvin Davis,caretaker
6968,Changed manager,8,3.0,Southampton,2022/23,Nathan Jones,permanent
7008,Changed manager,8,0.0,Southampton,2024/25,Simon Rusk,caretaker
7166,Changed manager,8,0.0,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Changed manager,8,1.0,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Changed manager,8,3.0,Swansea,2016/17,Alan Curtis,caretaker
7466,Changed manager,8,3.0,Swansea,2017/18,Leon Britton,caretaker
7688,Changed manager,8,0.0,Tottenham,2019/20,José Mourinho,permanent
7762,Changed manager,8,3.0,Tottenham,2021/22,Antonio Conte,permanent
7818,Changed manager,8,0.0,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Changed manager,8,3.0,Tottenham,2025/26,Igor Tudor,permanent
8042,Changed manager,8,0.0,Watford,2017/18,Javi Gracia,permanent
8108,Changed manager,8,1.0,Watford,2019/20,Hayden Mullins,caretaker
8152,Changed manager,8,3.0,Watford,2021/22,Roy Hodgson,permanent
8189,Changed manager,8,0.0,West Brom,2014/15,Rob Kelly,caretaker
8296,Changed manager,8,1.0,West Brom,2017/18,Gary Megson,caretaker
8335,Changed manager,8,0.0,West Brom,2020/21,Sam Allardyce,permanent
8485,Changed manager,8,1.0,West Ham,2017/18,David Moyes,permanent
8569,Changed manager,8,3.0,West Ham,2019/20,David Moyes,permanent
8760,Changed manager,8,1.0,West Ham,2024/25,Graham Potter,permanent
9060,Changed manager,8,0.0,Wolves,2024/25,Vítor Pereira,permanent
9092,Changed manager,8,1.0,Wolves,2025/26,Jamie Collins,caretaker
203,Matched controls (kept manager),8,1.3027522935779816,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Matched controls (kept manager),8,0.7857142857142857,Aston Villa,2014/15,Tim Sherwood,permanent
504,Matched controls (kept manager),8,0.9795918367346939,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Matched controls (kept manager),8,1.1914893617021276,Aston Villa,2021/22,Steven Gerrard,permanent
657,Matched controls (kept manager),8,1.2227488151658767,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Matched controls (kept manager),8,1.1513157894736843,Chelsea,2015/16,Steve Holland,caretaker
2299,Matched controls (kept manager),8,1.3672727272727272,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Matched controls (kept manager),8,1.2525951557093427,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Matched controls (kept manager),8,1.63,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Matched controls (kept manager),8,0.9279279279279279,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Matched controls (kept manager),8,0.9649122807017544,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Matched controls (kept manager),8,0.8352941176470589,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Matched controls (kept manager),8,0.9795918367346939,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Matched controls (kept manager),8,1.0227272727272727,Everton,2019/20,Duncan Ferguson,caretaker
3249,Matched controls (kept manager),8,0.8333333333333334,Everton,2021/22,Duncan Ferguson,caretaker
3288,Matched controls (kept manager),8,0.8352941176470589,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),8,1.1513157894736843,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),8,0.8352941176470589,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),8,1.0227272727272727,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),8,0.9649122807017544,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),8,0.9315068493150684,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),8,1.0227272727272727,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),8,1.2227488151658767,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),8,0.8352941176470589,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),8,1.1914893617021276,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),8,1.1513157894736843,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),8,1.2227488151658767,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),8,1.5025641025641026,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),8,1.3248175182481752,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),8,1.293040293040293,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),8,0.9649122807017544,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),8,1.5649717514124293,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),8,1.0227272727272727,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),8,1.0151515151515151,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),8,0.9315068493150684,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),8,1.1008064516129032,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),8,1.1779661016949152,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),8,1.0759493670886076,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),8,0.9649122807017544,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),8,0.9813084112149533,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),8,1.1513157894736843,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),8,0.9795918367346939,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),8,0.9279279279279279,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),8,0.9315068493150684,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Matched controls (kept manager),8,1.1779661016949152,Swansea,2016/17,Alan Curtis,caretaker
7466,Matched controls (kept manager),8,1.2121212121212122,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),8,1.1146496815286624,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),8,1.4700854700854702,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),8,1.5025641025641026,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),8,0.9279279279279279,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),8,0.8333333333333334,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),8,0.8214285714285714,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),8,0.9649122807017544,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),8,1.0227272727272727,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),8,0.9795918367346939,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),8,0.9315068493150684,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),8,1.2227488151658767,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),8,0.8214285714285714,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),8,1.3672727272727272,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),8,1.1779661016949152,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),8,0.782608695652174,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,9,1.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,9,3.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,9,0.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,9,3.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,9,0.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,9,3.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,9,1.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,9,1.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,9,3.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,9,0.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,9,3.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,9,1.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,9,3.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,9,3.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,9,0.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,9,0.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,9,1.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,9,0.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,9,0.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,9,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,9,3.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,9,0.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,9,0.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,9,3.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,9,0.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,9,3.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,9,0.0,Leicester,2024/25,Ben Dawson,caretaker
