season,date,team,opponent,venue,goals_for,goals_against,points,xg_for,xg_against,head_coach,appointment_type,rolling_ppg_10
2017/18,2017-08-27,Everton,Chelsea,Away,0,2,0,0.33,1.17,Ronald Koeman,permanent,1.4
2017/18,2017-09-09,Everton,Tottenham,Home,0,3,0,1.15,2.18,Ronald Koeman,permanent,1.1
2017/18,2017-09-17,Everton,Man United,Away,0,4,0,1.06,3.29,Ronald Koeman,permanent,0.8
2017/18,2017-09-23,Everton,Bournemouth,Home,2,1,3,2.21,0.38,Ronald Koeman,permanent,1.0
2017/18,2017-10-01,Everton,Burnley,Home,0,1,0,0.93,0.38,Ronald Koeman,permanent,1.0
2017/18,2017-10-15,Everton,Brighton,Away,1,1,1,1.46,1.06,Ronald Koeman,permanent,1.1
2017/18,2017-10-22,Everton,Arsenal,Home,2,5,0,0.81,3.86,Ronald Koeman,permanent,0.8
2017/18,2017-10-29,Everton,Leicester,Away,0,2,0,0.58,1.37,David Unsworth,caretaker,0.8
2017/18,2017-11-05,Everton,Watford,Home,3,2,3,2.58,2.06,David Unsworth,caretaker,0.8
2017/18,2017-11-18,Everton,Crystal Palace,Away,2,2,1,1.69,2.03,David Unsworth,caretaker,0.8
2017/18,2017-11-26,Everton,Southampton,Away,1,4,0,0.15,1.97,David Unsworth,caretaker,0.8
2017/18,2017-11-29,Everton,West Ham,Home,4,0,3,1.76,1.04,David Unsworth,caretaker,1.1
2017/18,2017-12-02,Everton,Huddersfield,Home,2,0,3,0.82,0.22,Sam Allardyce,permanent,1.4
2017/18,2017-12-10,Everton,Liverpool,Away,1,1,1,0.82,1.9,Sam Allardyce,permanent,1.2
2017/18,2017-12-13,Everton,Newcastle,Away,1,0,3,1.39,0.57,Sam Allardyce,permanent,1.5
2017/18,2017-12-18,Everton,Swansea,Home,3,1,3,2.02,0.77,Sam Allardyce,permanent,1.7
2017/18,2017-12-23,Everton,Chelsea,Home,0,0,1,0.34,1.85,Sam Allardyce,permanent,1.8
2017/18,2017-12-26,Everton,West Brom,Away,0,0,1,0.41,1.18,Sam Allardyce,permanent,1.9
2017/18,2017-12-30,Everton,Bournemouth,Away,1,2,0,0.6,1.4,Sam Allardyce,permanent,1.6
2017/18,2018-01-01,Everton,Man United,Home,0,2,0,1.24,1.26,Sam Allardyce,permanent,1.5
2017/18,2018-01-13,Everton,Tottenham,Away,0,4,0,0.29,4.21,Sam Allardyce,permanent,1.5
2017/18,2018-01-20,Everton,West Brom,Home,1,1,1,0.92,1.35,Sam Allardyce,permanent,1.3
2017/18,2018-01-31,Everton,Leicester,Home,2,1,3,1.53,2.65,Sam Allardyce,permanent,1.3
2017/18,2018-02-03,Everton,Arsenal,Away,1,5,0,1.49,3.2,Sam Allardyce,permanent,1.2
2017/18,2018-02-10,Everton,Crystal Palace,Home,3,1,3,1.49,1.66,Sam Allardyce,permanent,1.2
2017/18,2018-02-24,Everton,Watford,Away,0,1,0,0.67,0.61,Sam Allardyce,permanent,0.9
2017/18,2018-03-03,Everton,Burnley,Away,1,2,0,1.8,2.34,Sam Allardyce,permanent,0.8
2017/18,2018-03-10,Everton,Brighton,Home,2,0,3,1.69,0.32,Sam Allardyce,permanent,1.0
2017/18,2018-03-17,Everton,Stoke,Away,2,1,3,2.98,0.89,Sam Allardyce,permanent,1.3
2017/18,2018-03-31,Everton,Man City,Home,1,3,0,0.86,1.91,Sam Allardyce,permanent,1.3
2017/18,2018-04-07,Everton,Liverpool,Home,0,0,1,0.72,0.95,Sam Allardyce,permanent,1.4
2017/18,2018-04-14,Everton,Swansea,Away,1,1,1,1.61,1.2,Sam Allardyce,permanent,1.4
2017/18,2018-04-23,Everton,Newcastle,Home,1,0,3,0.95,0.48,Sam Allardyce,permanent,1.4
2017/18,2018-04-28,Everton,Huddersfield,Away,2,0,3,0.94,0.57,Sam Allardyce,permanent,1.7
2017/18,2018-05-05,Everton,Southampton,Home,1,1,1,0.42,0.63,Sam Allardyce,permanent,1.5
2017/18,2018-05-13,Everton,West Ham,Away,1,3,0,1.68,1.18,Sam Allardyce,permanent,1.5
2018/19,2018-08-11,Everton,Wolves,Away,2,2,1,0.72,0.89,Marco Silva,permanent,1.6
2018/19,2018-08-18,Everton,Southampton,Home,2,1,3,2.02,1.77,Marco Silva,permanent,1.6
2018/19,2018-08-25,Everton,Bournemouth,Away,2,2,1,0.54,2.59,Marco Silva,permanent,1.4
2018/19,2018-09-01,Everton,Huddersfield,Home,1,1,1,0.62,0.66,Marco Silva,permanent,1.5
2018/19,2018-09-16,Everton,West Ham,Home,1,3,0,1.27,1.52,Marco Silva,permanent,1.4
2018/19,2018-09-23,Everton,Arsenal,Away,0,2,0,1.07,0.93,Marco Silva,permanent,1.3
2018/19,2018-09-29,Everton,Fulham,Home,3,0,3,2.32,0.54,Marco Silva,permanent,1.3
2018/19,2018-10-06,Everton,Leicester,Away,2,1,3,1.15,1.1,Marco Silva,permanent,1.3
2018/19,2018-10-21,Everton,Crystal Palace,Home,2,0,3,1.93,1.5,Marco Silva,permanent,1.5
2018/19,2018-10-28,Everton,Man United,Away,1,2,0,1.67,2.51,Marco Silva,permanent,1.5
2018/19,2018-11-03,Everton,Brighton,Home,3,1,3,2.59,0.68,Marco Silva,permanent,1.7
2018/19,2018-11-11,Everton,Chelsea,Away,0,0,1,0.2,1.16,Marco Silva,permanent,1.5
2018/19,2018-11-24,Everton,Cardiff,Home,1,0,3,2.48,0.88,Marco Silva,permanent,1.7
2018/19,2018-12-02,Everton,Liverpool,Away,0,1,0,1.23,3.08,Marco Silva,permanent,1.6
2018/19,2018-12-05,Everton,Newcastle,Home,1,1,1,2.11,1.52,Marco Silva,permanent,1.7
2018/19,2018-12-10,Everton,Watford,Home,2,2,1,1.73,1.63,Marco Silva,permanent,1.8
2018/19,2018-12-15,Everton,Man City,Away,1,3,0,1.62,1.8,Marco Silva,permanent,1.5
2018/19,2018-12-23,Everton,Tottenham,Home,2,6,0,1.0,2.56,Marco Silva,permanent,1.2
2018/19,2018-12-26,Everton,Burnley,Away,5,1,3,1.89,1.89,Marco Silva,permanent,1.2
2018/19,2018-12-29,Everton,Brighton,Away,0,1,0,0.66,1.6,Marco Silva,permanent,1.2
2018/19,2019-01-01,Everton,Leicester,Home,0,1,0,0.87,0.64,Marco Silva,permanent,0.9
2018/19,2019-01-13,Everton,Bournemouth,Home,2,0,3,1.78,1.53,Marco Silva,permanent,1.1
2018/19,2019-01-19,Everton,Southampton,Away,1,2,0,1.31,1.06,Marco Silva,permanent,0.8
2018/19,2019-01-29,Everton,Huddersfield,Away,1,0,3,1.06,0.73,Marco Silva,permanent,1.1
2018/19,2019-02-02,Everton,Wolves,Home,1,3,0,1.36,1.86,Marco Silva,permanent,1.0
2018/19,2019-02-06,Everton,Man City,Home,0,2,0,0.11,2.61,Marco Silva,permanent,0.9
2018/19,2019-02-09,Everton,Watford,Away,0,1,0,0.64,1.53,Marco Silva,permanent,0.9
2018/19,2019-02-26,Everton,Cardiff,Away,3,0,3,1.14,0.22,Marco Silva,permanent,1.2
2018/19,2019-03-03,Everton,Liverpool,Home,0,0,1,0.24,0.81,Marco Silva,permanent,1.0
2018/19,2019-03-09,Everton,Newcastle,Away,2,3,0,1.15,2.38,Marco Silva,permanent,1.0
2018/19,2019-03-17,Everton,Chelsea,Home,2,0,3,2.24,1.24,Marco Silva,permanent,1.3
2018/19,2019-03-30,Everton,West Ham,Away,2,0,3,2.66,0.09,Marco Silva,permanent,1.3
2018/19,2019-04-07,Everton,Arsenal,Home,1,0,3,2.69,0.2,Marco Silva,permanent,1.6
2018/19,2019-04-13,Everton,Fulham,Away,0,2,0,1.29,1.66,Marco Silva,permanent,1.3
2018/19,2019-04-21,Everton,Man United,Home,4,0,3,1.52,0.31,Marco Silva,permanent,1.6
2018/19,2019-04-27,Everton,Crystal Palace,Away,0,0,1,1.15,0.26,Marco Silva,permanent,1.7
2018/19,2019-05-03,Everton,Burnley,Home,2,0,3,1.76,0.47,Marco Silva,permanent,2.0
2018/19,2019-05-12,Everton,Tottenham,Away,2,2,1,2.07,0.88,Marco Silva,permanent,1.8
2019/20,2019-08-10,Everton,Crystal Palace,Away,0,0,1,1.22,0.87,Marco Silva,permanent,1.8
2019/20,2019-08-17,Everton,Watford,Home,1,0,3,0.83,1.17,Marco Silva,permanent,2.1
2019/20,2019-08-23,Everton,Aston Villa,Away,0,2,0,1.26,0.86,Marco Silva,permanent,1.8
2019/20,2019-09-01,Everton,Wolves,Home,3,2,3,1.49,2.0,Marco Silva,permanent,1.8
2019/20,2019-09-15,Everton,Bournemouth,Away,1,3,0,1.51,1.42,Marco Silva,permanent,1.5
2019/20,2019-09-21,Everton,Sheffield United,Home,0,2,0,1.26,0.51,Marco Silva,permanent,1.5
2019/20,2019-09-28,Everton,Man City,Home,1,3,0,2.36,3.11,Marco Silva,permanent,1.2
2019/20,2019-10-05,Everton,Burnley,Away,0,1,0,1.31,0.56,Marco Silva,permanent,1.1
2019/20,2019-10-19,Everton,West Ham,Home,2,0,3,2.23,0.46,Marco Silva,permanent,1.1
2019/20,2019-10-26,Everton,Brighton,Away,2,3,0,1.05,1.15,Marco Silva,permanent,1.0
2019/20,2019-11-03,Everton,Tottenham,Home,1,1,1,1.16,0.24,Marco Silva,permanent,1.0
2019/20,2019-11-09,Everton,Southampton,Away,2,1,3,2.09,0.74,Marco Silva,permanent,1.0
2019/20,2019-11-23,Everton,Norwich,Home,0,2,0,0.81,1.81,Marco Silva,permanent,1.0
2019/20,2019-12-01,Everton,Leicester,Away,1,2,0,1.25,2.24,Marco Silva,permanent,0.7
2019/20,2019-12-04,Everton,Liverpool,Away,2,5,0,1.76,2.41,Marco Silva,permanent,0.7
2019/20,2019-12-07,Everton,Chelsea,Home,3,1,3,2.04,1.26,Duncan Ferguson,caretaker,1.0
2019/20,2019-12-15,Everton,Man United,Away,1,1,1,0.28,1.48,Duncan Ferguson,caretaker,1.1
2019/20,2019-12-21,Everton,Arsenal,Home,0,0,1,0.49,0.88,Duncan Ferguson,caretaker,1.2
2019/20,2019-12-26,Everton,Burnley,Home,1,0,3,1.48,0.57,Carlo Ancelotti,permanent,1.2
2019/20,2019-12-28,Everton,Newcastle,Away,2,1,3,2.83,1.63,Carlo Ancelotti,permanent,1.5
2019/20,2020-01-01,Everton,Man City,Away,1,2,0,0.85,1.8,Carlo Ancelotti,permanent,1.4
2019/20,2020-01-11,Everton,Brighton,Home,1,0,3,2.03,1.53,Carlo Ancelotti,permanent,1.4
2019/20,2020-01-18,Everton,West Ham,Away,1,1,1,1.95,1.68,Carlo Ancelotti,permanent,1.5
2019/20,2020-01-21,Everton,Newcastle,Home,2,2,1,2.05,0.57,Carlo Ancelotti,permanent,1.6
2019/20,2020-02-01,Everton,Watford,Away,3,2,3,2.7,0.92,Carlo Ancelotti,permanent,1.9
2019/20,2020-02-08,Everton,Crystal Palace,Home,3,1,3,2.79,0.87,Carlo Ancelotti,permanent,1.9
2019/20,2020-02-23,Everton,Arsenal,Away,2,3,0,2.66,1.34,Carlo Ancelotti,permanent,1.8
2019/20,2020-03-01,Everton,Man United,Home,1,1,1,2.41,1.13,Carlo Ancelotti,permanent,1.8
2019/20,2020-03-08,Everton,Chelsea,Away,0,4,0,0.45,2.03,Carlo Ancelotti,permanent,1.5
2019/20,2020-06-21,Everton,Liverpool,Home,0,0,1,0.62,0.66,Carlo Ancelotti,permanent,1.3
2019/20,2020-06-24,Everton,Norwich,Away,1,0,3,0.65,0.38,Carlo Ancelotti,permanent,1.6
2019/20,2020-07-01,Everton,Leicester,Home,2,1,3,1.18,1.8,Carlo Ancelotti,permanent,1.6
2019/20,2020-07-06,Everton,Tottenham,Away,0,1,0,0.4,0.51,Carlo Ancelotti,permanent,1.5
2019/20,2020-07-09,Everton,Southampton,Home,1,1,1,0.67,2.3,Carlo Ancelotti,permanent,1.5
2019/20,2020-07-12,Everton,Wolves,Away,0,3,0,0.29,2.87,Carlo Ancelotti,permanent,1.2
2019/20,2020-07-16,Everton,Aston Villa,Home,1,1,1,0.94,1.52,Carlo Ancelotti,permanent,1.0
2019/20,2020-07-20,Everton,Sheffield United,Away,1,0,3,0.62,0.47,Carlo Ancelotti,permanent,1.3
2019/20,2020-07-26,Everton,Bournemouth,Home,1,3,0,1.75,1.46,Carlo Ancelotti,permanent,1.2
2020/21,2020-09-13,Everton,Tottenham,Away,1,0,3,1.27,0.82,Carlo Ancelotti,permanent,1.5
2020/21,2020-09-19,Everton,West Brom,Home,5,2,3,4.16,0.32,Carlo Ancelotti,permanent,1.7
2020/21,2020-09-26,Everton,Crystal Palace,Away,2,1,3,2.27,0.44,Carlo Ancelotti,permanent,1.7
2020/21,2020-10-03,Everton,Brighton,Home,4,2,3,2.34,1.17,Carlo Ancelotti,permanent,1.7
2020/21,2020-10-17,Everton,Liverpool,Home,2,2,1,1.36,2.49,Carlo Ancelotti,permanent,1.8
2020/21,2020-10-25,Everton,Southampton,Away,0,2,0,0.29,0.74,Carlo Ancelotti,permanent,1.7
2020/21,2020-11-01,Everton,Newcastle,Away,1,2,0,1.22,2.63,Carlo Ancelotti,permanent,1.7
2020/21,2020-11-07,Everton,Man United,Home,1,3,0,0.38,1.6,Carlo Ancelotti,permanent,1.6
2020/21,2020-11-22,Everton,Fulham,Away,3,2,3,2.25,1.87,Carlo Ancelotti,permanent,1.6
2020/21,2020-11-28,Everton,Leeds,Home,0,1,0,1.29,3.11,Carlo Ancelotti,permanent,1.6
2020/21,2020-12-05,Everton,Burnley,Away,1,1,1,2.28,0.73,Carlo Ancelotti,permanent,1.4
2020/21,2020-12-12,Everton,Chelsea,Home,1,0,3,1.22,1.01,Carlo Ancelotti,permanent,1.4
2020/21,2020-12-16,Everton,Leicester,Away,2,0,3,1.51,0.84,Carlo Ancelotti,permanent,1.4
2020/21,2020-12-19,Everton,Arsenal,Home,2,1,3,0.66,1.25,Carlo Ancelotti,permanent,1.4
2020/21,2020-12-26,Everton,Sheffield United,Away,1,0,3,0.57,1.25,Carlo Ancelotti,permanent,1.6
2020/21,2021-01-01,Everton,West Ham,Home,0,1,0,0.37,1.2,Carlo Ancelotti,permanent,1.6
2020/21,2021-01-12,Everton,Wolves,Away,2,1,3,0.32,0.85,Carlo Ancelotti,permanent,1.9
2020/21,2021-01-27,Everton,Leicester,Home,1,1,1,0.47,0.79,Carlo Ancelotti,permanent,2.0
2020/21,2021-01-30,Everton,Newcastle,Home,0,2,0,0.97,2.09,Carlo Ancelotti,permanent,1.7
2020/21,2021-02-03,Everton,Leeds,Away,2,1,3,1.92,1.14,Carlo Ancelotti,permanent,2.0
2020/21,2021-02-06,Everton,Man United,Away,3,3,1,1.56,1.72,Carlo Ancelotti,permanent,2.0
2020/21,2021-02-14,Everton,Fulham,Home,0,2,0,0.31,2.55,Carlo Ancelotti,permanent,1.7
2020/21,2021-02-17,Everton,Man City,Home,1,3,0,1.05,1.23,Carlo Ancelotti,permanent,1.4
2020/21,2021-02-20,Everton,Liverpool,Away,2,0,3,2.01,1.54,Carlo Ancelotti,permanent,1.4
2020/21,2021-03-01,Everton,Southampton,Home,1,0,3,1.42,0.67,Carlo Ancelotti,permanent,1.4
2020/21,2021-03-04,Everton,West Brom,Away,1,0,3,1.41,1.02,Carlo Ancelotti,permanent,1.7
2020/21,2021-03-08,Everton,Chelsea,Away,0,2,0,0.27,2.57,Carlo Ancelotti,permanent,1.4
2020/21,2021-03-13,Everton,Burnley,Home,1,2,0,1.7,0.75,Carlo Ancelotti,permanent,1.3
2020/21,2021-04-05,Everton,Crystal Palace,Home,1,1,1,2.53,0.6,Carlo Ancelotti,permanent,1.4
2020/21,2021-04-12,Everton,Brighton,Away,0,0,1,0.31,1.16,Carlo Ancelotti,permanent,1.2
2020/21,2021-04-16,Everton,Tottenham,Home,2,2,1,2.26,1.48,Carlo Ancelotti,permanent,1.2
2020/21,2021-04-23,Everton,Arsenal,Away,1,0,3,0.53,0.74,Carlo Ancelotti,permanent,1.5
2020/21,2021-05-01,Everton,Aston Villa,Home,1,2,0,1.22,1.59,Carlo Ancelotti,permanent,1.5
2020/21,2021-05-09,Everton,West Ham,Away,1,0,3,1.56,1.1,Carlo Ancelotti,permanent,1.5
2020/21,2021-05-13,Everton,Aston Villa,Away,0,0,1,0.98,0.56,Carlo Ancelotti,permanent,1.3
2020/21,2021-05-16,Everton,Sheffield United,Home,0,1,0,1.25,1.39,Carlo Ancelotti,permanent,1.0
2020/21,2021-05-19,Everton,Wolves,Home,1,0,3,0.67,0.27,Carlo Ancelotti,permanent,1.3
2020/21,2021-05-23,Everton,Man City,Away,0,5,0,1.07,2.88,Carlo Ancelotti,permanent,1.3
2021/22,2021-08-14,Everton,Southampton,Home,3,1,3,2.39,0.58,Rafael Benítez,permanent,1.5
2021/22,2021-08-21,Everton,Leeds,Away,2,2,1,1.86,0.97,Rafael Benítez,permanent,1.5
2021/22,2021-08-28,Everton,Brighton,Away,2,0,3,1.55,0.7,Rafael Benítez,permanent,1.7
2021/22,2021-09-13,Everton,Burnley,Home,3,1,3,1.8,1.82,Rafael Benítez,permanent,1.7
2021/22,2021-09-18,Everton,Aston Villa,Away,0,3,0,0.76,0.78,Rafael Benítez,permanent,1.7
2021/22,2021-09-25,Everton,Norwich,Home,2,0,3,2.27,0.8,Rafael Benítez,permanent,1.7
2021/22,2021-10-02,Everton,Man United,Away,1,1,1,1.32,1.05,Rafael Benítez,permanent,1.7
2021/22,2021-10-17,Everton,West Ham,Home,0,1,0,0.85,2.03,Rafael Benítez,permanent,1.7
2021/22,2021-10-23,Everton,Watford,Home,2,5,0,1.84,3.1,Rafael Benítez,permanent,1.4
2021/22,2021-11-01,Everton,Wolves,Away,1,2,0,1.7,1.69,Rafael Benítez,permanent,1.4
2021/22,2021-11-07,Everton,Tottenham,Home,0,0,1,0.6,0.8,Rafael Benítez,permanent,1.2
2021/22,2021-11-21,Everton,Man City,Away,0,3,0,0.27,2.61,Rafael Benítez,permanent,1.1
2021/22,2021-11-28,Everton,Brentford,Away,0,1,0,0.97,1.2,Rafael Benítez,permanent,0.8
2021/22,2021-12-01,Everton,Liverpool,Home,1,4,0,0.51,2.86,Rafael Benítez,permanent,0.5
2021/22,2021-12-06,Everton,Arsenal,Home,2,1,3,1.06,1.06,Rafael Benítez,permanent,0.8
2021/22,2021-12-12,Everton,Crystal Palace,Away,1,3,0,1.28,2.1,Rafael Benítez,permanent,0.5
2021/22,2021-12-16,Everton,Chelsea,Away,1,1,1,0.63,3.2,Rafael Benítez,permanent,0.5
2021/22,2022-01-02,Everton,Brighton,Home,2,3,0,1.83,1.48,Rafael Benítez,permanent,0.5
2021/22,2022-01-15,Everton,Norwich,Away,1,2,0,0.54,1.0,Rafael Benítez,permanent,0.5
2021/22,2022-01-22,Everton,Aston Villa,Home,0,1,0,1.24,0.86,Duncan Ferguson,caretaker,0.5
2021/22,2022-02-08,Everton,Newcastle,Away,1,3,0,0.82,2.69,Frank Lampard,permanent,0.4
2021/22,2022-02-12,Everton,Leeds,Home,3,0,3,2.59,0.24,Frank Lampard,permanent,0.7
2021/22,2022-02-19,Everton,Southampton,Away,0,2,0,0.2,2.73,Frank Lampard,permanent,0.7
2021/22,2022-02-26,Everton,Man City,Home,0,1,0,0.77,1.93,Frank Lampard,permanent,0.7
2021/22,2022-03-07,Everton,Tottenham,Away,0,5,0,0.21,3.24,Frank Lampard,permanent,0.4
2021/22,2022-03-13,Everton,Wolves,Home,0,1,0,0.4,0.71,Frank Lampard,permanent,0.4
2021/22,2022-03-17,Everton,Newcastle,Home,1,0,3,0.71,0.76,Frank Lampard,permanent,0.6
2021/22,2022-04-03,Everton,West Ham,Away,1,2,0,0.66,1.5,Frank Lampard,permanent,0.6
2021/22,2022-04-06,Everton,Burnley,Away,2,3,0,2.32,2.24,Frank Lampard,permanent,0.6
2021/22,2022-04-09,Everton,Man United,Home,1,0,3,0.36,0.76,Frank Lampard,permanent,0.9
2021/22,2022-04-20,Everton,Leicester,Home,1,1,1,1.69,0.79,Frank Lampard,permanent,1.0
2021/22,2022-04-24,Everton,Liverpool,Away,0,2,0,0.42,1.7,Frank Lampard,permanent,0.7
2021/22,2022-05-01,Everton,Chelsea,Home,1,0,3,1.12,1.21,Frank Lampard,permanent,1.0
2021/22,2022-05-08,Everton,Leicester,Away,2,1,3,1.56,1.47,Frank Lampard,permanent,1.3
2021/22,2022-05-11,Everton,Watford,Away,0,0,1,0.81,0.23,Frank Lampard,permanent,1.4
2021/22,2022-05-15,Everton,Brentford,Home,2,3,0,2.7,1.82,Frank Lampard,permanent,1.4
2021/22,2022-05-19,Everton,Crystal Palace,Home,3,2,3,0.81,1.6,Frank Lampard,permanent,1.4
2021/22,2022-05-22,Everton,Arsenal,Away,1,5,0,1.09,4.36,Frank Lampard,permanent,1.4
2022/23,2022-08-06,Everton,Chelsea,Home,0,1,0,0.54,1.92,Frank Lampard,permanent,1.4
2022/23,2022-08-13,Everton,Aston Villa,Away,1,2,0,1.38,2.67,Frank Lampard,permanent,1.1
2022/23,2022-08-20,Everton,Nott'm Forest,Home,1,1,1,1.43,0.92,Frank Lampard,permanent,1.1
2022/23,2022-08-27,Everton,Brentford,Away,1,1,1,1.65,2.28,Frank Lampard,permanent,1.2
2022/23,2022-08-30,Everton,Leeds,Away,1,1,1,1.17,1.05,Frank Lampard,permanent,1.0
2022/23,2022-09-03,Everton,Liverpool,Home,0,0,1,1.39,1.39,Frank Lampard,permanent,0.8
2022/23,2022-09-18,Everton,West Ham,Home,1,0,3,0.4,0.66,Frank Lampard,permanent,1.0
2022/23,2022-10-01,Everton,Southampton,Away,2,1,3,2.0,1.96,Frank Lampard,permanent,1.3
2022/23,2022-10-09,Everton,Man United,Home,1,2,0,0.37,1.83,Frank Lampard,permanent,1.0
2022/23,2022-10-15,Everton,Tottenham,Away,0,2,0,0.56,2.49,Frank Lampard,permanent,1.0
2022/23,2022-10-19,Everton,Newcastle,Away,0,1,0,0.06,1.13,Frank Lampard,permanent,1.0
2022/23,2022-10-22,Everton,Crystal Palace,Home,3,0,3,1.93,0.6,Frank Lampard,permanent,1.3
2022/23,2022-10-29,Everton,Fulham,Away,0,0,1,1.19,1.76,Frank Lampard,permanent,1.3
2022/23,2022-11-05,Everton,Leicester,Home,0,2,0,1.37,2.27,Frank Lampard,permanent,1.2
2022/23,2022-11-12,Everton,Bournemouth,Away,0,3,0,0.77,2.46,Frank Lampard,permanent,1.1
2022/23,2022-12-26,Everton,Wolves,Home,1,2,0,1.23,1.22,Frank Lampard,permanent,1.0
2022/23,2022-12-31,Everton,Man City,Away,1,1,1,0.08,2.36,Frank Lampard,permanent,0.8
2022/23,2023-01-03,Everton,Brighton,Home,1,4,0,1.17,2.51,Frank Lampard,permanent,0.5
2022/23,2023-01-14,Everton,Southampton,Home,1,2,0,1.18,1.08,Frank Lampard,permanent,0.5
2022/23,2023-01-21,Everton,West Ham,Away,0,2,0,0.29,2.47,Frank Lampard,permanent,0.5
2022/23,2023-02-04,Everton,Arsenal,Home,1,0,3,2.09,0.69,Sean Dyche,permanent,0.8
2022/23,2023-02-13,Everton,Liverpool,Away,0,2,0,0.4,2.23,Sean Dyche,permanent,0.5
2022/23,2023-02-18,Everton,Leeds,Home,1,0,3,1.54,0.6,Sean Dyche,permanent,0.7
2022/23,2023-02-25,Everton,Aston Villa,Home,0,2,0,1.54,2.06,Sean Dyche,permanent,0.7
2022/23,2023-03-01,Everton,Arsenal,Away,0,4,0,1.6,3.07,Sean Dyche,permanent,0.7
2022/23,2023-03-05,Everton,Nott'm Forest,Away,2,2,1,1.71,0.8,Sean Dyche,permanent,0.8
2022/23,2023-03-11,Everton,Brentford,Home,1,0,3,1.72,1.95,Sean Dyche,permanent,1.0
2022/23,2023-03-18,Everton,Chelsea,Away,2,2,1,1.65,1.9,Sean Dyche,permanent,1.1
2022/23,2023-04-03,Everton,Tottenham,Home,1,1,1,0.82,1.39,Sean Dyche,permanent,1.2
2022/23,2023-04-08,Everton,Man United,Away,0,2,0,0.95,4.39,Sean Dyche,permanent,1.2
2022/23,2023-04-15,Everton,Fulham,Home,1,3,0,2.24,1.92,Sean Dyche,permanent,0.9
2022/23,2023-04-22,Everton,Crystal Palace,Away,0,0,1,0.43,0.37,Sean Dyche,permanent,1.0
2022/23,2023-04-27,Everton,Newcastle,Home,1,4,0,0.78,2.86,Sean Dyche,permanent,0.7
2022/23,2023-05-01,Everton,Leicester,Away,2,2,1,3.29,3.32,Sean Dyche,permanent,0.8
2022/23,2023-05-08,Everton,Brighton,Away,5,1,3,2.94,3.24,Sean Dyche,permanent,1.1
2022/23,2023-05-14,Everton,Man City,Home,0,3,0,1.19,1.04,Sean Dyche,permanent,1.0
2022/23,2023-05-20,Everton,Wolves,Away,1,1,1,2.47,1.29,Sean Dyche,permanent,0.8
2022/23,2023-05-28,Everton,Bournemouth,Home,1,0,3,1.13,0.43,Sean Dyche,permanent,1.0
2023/24,2023-08-12,Everton,Fulham,Home,0,1,0,2.59,1.58,Sean Dyche,permanent,0.9
2023/24,2023-08-20,Everton,Aston Villa,Away,0,4,0,0.72,3.24,Sean Dyche,permanent,0.9
2023/24,2023-08-26,Everton,Wolves,Home,0,1,0,1.9,1.4,Sean Dyche,permanent,0.9
2023/24,2023-09-02,Everton,Sheffield United,Away,2,2,1,2.74,1.57,Sean Dyche,permanent,0.9
2023/24,2023-09-17,Everton,Arsenal,Home,0,1,0,0.28,0.8,Sean Dyche,permanent,0.9
2023/24,2023-09-23,Everton,Brentford,Away,3,1,3,2.51,1.57,Sean Dyche,permanent,1.1
2023/24,2023-09-30,Everton,Luton,Home,1,2,0,3.65,1.51,Sean Dyche,permanent,0.8
2023/24,2023-10-07,Everton,Bournemouth,Home,3,0,3,3.16,0.98,Sean Dyche,permanent,1.1
2023/24,2023-10-21,Everton,Liverpool,Away,0,2,0,0.09,2.29,Sean Dyche,permanent,1.0
2023/24,2023-10-29,Everton,West Ham,Away,1,0,3,0.73,0.62,Sean Dyche,permanent,1.0
2023/24,2023-11-04,Everton,Brighton,Home,1,1,1,0.62,0.44,Sean Dyche,permanent,1.1
2023/24,2023-11-11,Everton,Crystal Palace,Away,3,2,3,1.79,1.89,Sean Dyche,permanent,1.4
2023/24,2023-11-26,Everton,Man United,Home,0,3,0,2.5,2.07,Sean Dyche,permanent,1.4
2023/24,2023-12-02,Everton,Nott'm Forest,Away,1,0,3,0.62,0.67,Sean Dyche,permanent,1.6
2023/24,2023-12-07,Everton,Newcastle,Home,3,0,3,2.95,1.3,Sean Dyche,permanent,1.9
2023/24,2023-12-10,Everton,Chelsea,Home,2,0,3,1.11,0.89,Sean Dyche,permanent,1.9
2023/24,2023-12-16,Everton,Burnley,Away,2,0,3,2.22,0.81,Sean Dyche,permanent,2.2
2023/24,2023-12-23,Everton,Tottenham,Away,1,2,0,1.98,1.58,Sean Dyche,permanent,1.9
2023/24,2023-12-27,Everton,Man City,Home,1,3,0,1.24,2.28,Sean Dyche,permanent,1.9
2023/24,2023-12-30,Everton,Wolves,Away,0,3,0,0.52,2.64,Sean Dyche,permanent,1.6
2023/24,2024-01-14,Everton,Aston Villa,Home,0,0,1,1.04,1.34,Sean Dyche,permanent,1.6
2023/24,2024-01-30,Everton,Fulham,Away,0,0,1,2.83,2.37,Sean Dyche,permanent,1.4
2023/24,2024-02-03,Everton,Tottenham,Home,2,2,1,3.26,0.92,Sean Dyche,permanent,1.5
2023/24,2024-02-10,Everton,Man City,Away,0,2,0,0.19,1.59,Sean Dyche,permanent,1.2
2023/24,2024-02-19,Everton,Crystal Palace,Home,1,1,1,2.45,0.73,Sean Dyche,permanent,1.0
2023/24,2024-02-24,Everton,Brighton,Away,1,1,1,0.29,1.65,Sean Dyche,permanent,0.8
