team_id,team,season,points,xgd_pg,start,spend_eur,signings,paid_signings,spend_rel,first_coach,last_coach,points_prev,xgd_prev,prev_last_coach,d_points,d_xgd,new_manager,log_spend
17,Liverpool,2015/16,60,0.43375795,2015,32000000.0,5.0,4.0,0.7358351729212657,17,68,62,0.3538817105263158,17,-2,0.07987623947368422,0,0.5514886652565313
17,Liverpool,2016/17,76,0.7626376184210526,2016,74900000.0,4.0,3.0,1.4202821601941749,68,68,60,0.43375795,68,16,0.3288796684210526,0,0.883884128493472
17,Liverpool,2017/18,75,1.098249955263158,2017,89000000.0,4.0,3.0,1.310799366692441,68,68,76,0.7626376184210526,68,-1,0.33561233684210534,0,0.8375935108607334
17,Liverpool,2018/19,97,1.324011447368421,2018,192200000.0,4.0,4.0,3.023652767617654,68,68,75,1.098249955263158,68,22,0.22576149210526308,0,1.3921901387207456
17,Liverpool,2019/20,99,0.9373808368421052,2019,1900000.0,3.0,1.0,0.02619605680408107,68,68,97,1.324011447368421,68,2,-0.38663061052631587,0,0.025858816996498314
17,Liverpool,2020/21,69,0.6553402631578947,2020,80450000.0,4.0,4.0,1.4072570382530771,68,68,99,0.9373808368421052,68,-30,-0.2820405736842104,0,0.8784879409071993
17,Liverpool,2021/22,92,1.586614289473684,2021,40000000.0,1.0,1.0,0.6282048261835772,68,68,69,0.6553402631578947,68,23,0.9312740263157894,0,0.48747807427543133
17,Liverpool,2022/23,67,0.6578594473684211,2022,94400000.0,3.0,2.0,0.8232893199141825,68,68,92,1.586614289473684,68,-25,-0.928754842105263,0,0.6006421884876929
17,Liverpool,2023/24,82,1.2470128289473685,2023,172000000.0,4.0,4.0,1.234528026298318,68,68,67,0.6578594473684211,68,15,0.5891533815789475,0,0.8040300318494399
17,Liverpool,2024/25,84,1.3399689473684209,2024,42000000.0,2.0,2.0,0.35896515473962204,12,12,82,1.2470128289473685,68,2,0.09295611842105234,1,0.3067234944720911
17,Liverpool,2025/26,60,0.3523402631578948,2025,481350000.0,7.0,6.0,2.7106474637834186,12,12,84,1.3399689473684209,12,-24,-0.9876286842105261,0,1.3112063799327598
19,Man City,2015/16,66,0.7560033947368421,2015,189450000.0,6.0,6.0,4.35637417218543,77,77,79,0.9293694210526315,77,-13,-0.17336602631578946,0,1.6782872857669644
19,Man City,2016/17,78,1.3222084736842106,2016,165250000.0,8.0,8.0,3.1335330703883497,103,103,66,0.7560033947368421,77,12,0.5662050789473685,1,1.419132506256392
19,Man City,2017/18,100,1.7611112447368422,2017,244700000.0,7.0,7.0,3.603961854265621,103,103,78,1.3222084736842106,103,22,0.43890277105263165,0,1.5269172054790094
19,Man City,2018/19,98,1.789156707894737,2018,71190000.0,3.0,3.0,1.1199471411378814,103,103,100,1.7611112447368422,103,-2,0.0280454631578948,0,0.7513911549475504
19,Man City,2019/20,81,1.7159895789473685,2019,166820000.0,7.0,6.0,2.300013787398318,103,103,98,1.789156707894737,103,-17,-0.07316712894736854,0,1.193926646463197
19,Man City,2020/21,86,1.2395248394736842,2020,160900000.0,5.0,5.0,2.8145140765061543,103,103,81,1.7159895789473685,103,5,-0.4764647394736843,0,1.3388132848037981
19,Man City,2021/22,93,1.7944112894736843,2021,117500000.0,1.0,1.0,1.845351676914258,103,103,86,1.2395248394736842,103,7,0.5548864500000001,0,1.0456866722110738
19,Man City,2022/23,89,1.3187671605263158,2022,144000000.0,5.0,4.0,1.2558650642758717,103,103,93,1.7944112894736843,103,-4,-0.4756441289473685,0,0.8135335199125534
19,Man City,2023/24,91,1.3757191184210527,2023,241100000.0,4.0,4.0,1.7304924833751423,103,103,89,1.3187671605263158,103,2,0.05695195789473684,0,1.0044819897680264
